,image_id,file_id,img_file_orig,justification,occurances,transcribed_text,handwriting,transcribed_orig_if_handwritting,notes,
2031,IMG_2153,DEFE_24_1214,IMG_2153_DEFE_24_1214,J_Emergency-Policy,2,"Persons arrested would, under their initial interrogation indicated that no purpose would be served by detaining them beyond the period of 48 hours proscribed in Regulation 10 made under the Special Powers Acts, be detained in accordance with Regulation 11 until such time (probably between 7 and 28 days) as they were either discharged by",,,,
3570,IMG_2153,DEFE_24_1214,IMG_2153_DEFE_24_1214,J_Law-and-order,1,"it is considered, materially ease the [] of the security forces in maintaining peace and order.",,,,
2037,IMG_2154,DEFE_24_1214,IMG_2154_DEFE_24_1214,J_Emergency-Policy,1,"by direction of the attorney general, or brought before a court of summary jurisdiction, or made the subject of an order by the Minister of Home Affairs for internment under Regulation 12. For this last category the period of internment would be indefinite.",,,CODED WRONG?,
2038,IMG_2154,DEFE_24_1214,IMG_2154_DEFE_24_1214,J_Emergency-Policy,2,5. Persons detained or interned will be held incommunicado under Regulation 13 (which is applicable both to Regulation 11 detainees and to Regulation 12 internees) for such period as is necessary for effective interrogation.,,,,
3227,IMG_2155,DEFE_24_1214,IMG_2155_DEFE_24_1214,J_Last-resort,1,"Nevertheless he has considered the following additional measures that might be adopted, if only for [] purposes, as alternatives to internment and the banning of the march.",,,,
2044,IMG_2156,DEFE_24_1214,IMG_2156_DEFE_24_1214,J_Emergency-Policy,1,It is not easy to see how a decision to intern could be presented otherwise than by reference to the security situation.,,,,
3577,IMG_2156,DEFE_24_1214,IMG_2156_DEFE_24_1214,J_Law-and-order,1,It is not easy to see how a decision to intern could be presented otherwise than by reference to the security situation.,,,CODED WRONG?,
217,IMG_2187,DEFE_24_1214,IMG_2187_DEFE_24_1214,J_Denial,1,(2) The time allowed for a person to make really important domestic arrangements before being taken away. (Particularly with regard to women),,,,
7294,IMG_2189,DEFE_24_1214,IMG_2189_DEFE_24_1214,J_Political-Strategic,1,"On no account, from 1919-21 experience, should a policy once started be abandoned. Hunger strikers must not be released. No breathing room must be given to the IRA.",,,,
7295,IMG_2189,DEFE_24_1214,IMG_2189_DEFE_24_1214,J_Political-Strategic,2,The return to comparative calm will eventually win over the vast majority and isolate the extremists completely.,,,,
2128,IMG_2190,DEFE_24_1214,IMG_2190_DEFE_24_1214,J_Emergency-Policy,1,3. Martial Law should have been declared earlier and have taken in the whole country.,,,,
7301,IMG_2190,DEFE_24_1214,IMG_2190_DEFE_24_1214,J_Political-Strategic,1,"2. A policy once started, should not be given up: eg: release from detention of IRA hunger strikers was a grave error.",,,,
224,IMG_2191,DEFE_24_1214,IMG_2191_DEFE_24_1214,J_Denial,1,Adequate provision for detainees in detention camps must be planned well in advance.,,,,
2135,IMG_2191,DEFE_24_1214,IMG_2191_DEFE_24_1214,J_Emergency-Policy,1,"1. Internment may not be the only solution and can never be the final answer, but it is shown to be the most effective method used in containing the rebellion. It finally broke the back of the IRA. Only the truce gave them the breathing space to reorganise.",,,,
2136,IMG_2191,DEFE_24_1214,IMG_2191_DEFE_24_1214,J_Emergency-Policy,2,3. Internment was the natural progression of a campaign which had failed to defeat the rebels when acting within the limits of civil law as it existed then.,,,CODED WRONG?,
7308,IMG_2191,DEFE_24_1214,IMG_2191_DEFE_24_1214,J_Political-Strategic,1,"2. Initially the reactions of the civil population were against internment, but after its inception they reacted favourably to a return of comparative peace, and were prepared to pass information to the Crown Forces.",,,,
7309,IMG_2191,DEFE_24_1214,IMG_2191_DEFE_24_1214,J_Political-Strategic,2,"4. Internment may have small beginnings but quickly snowballs. This is because hard intelligence is fairly quickly forthcoming from the new detainees, and also because the public at large becomes more free with its information once internment is ordered. Adequate provision for detainees in detention campus must be planned well in advance.",,,,
7371,IMG_2213,DEFE_24_1214,IMG_2213_DEFE_24_1214,J_Political-Strategic,1,"I think that we can be sure that one point on which John Peck will come back is that, if we do not cancel the Apprentice Boys March on 12 August, Mr. Lynch will be that much more unreceptive to any approach we may make.",,,,
4823,IMG_2217,DEFE_24_1214,IMG_2217_DEFE_24_1214,J_Legal_Procedure,1,"The current regulations for internment are covered under regulations 11 and 12 of the Special Powers Act, these were used during 1956-1961.",,,,
7385,IMG_2217,DEFE_24_1214,IMG_2217_DEFE_24_1214,J_Political-Strategic,1,16. It would assist if a number of extreme Protestants are interned at the same time.,,,,
4837,IMG_2233,DEFE_24_1214,IMG_2233_DEFE_24_1214,J_Legal_Procedure,1,"2. Regulation 11 conferes powers of detention and in practice further action is called for - to release, to intern or to charge under criminal legislation - within a period of about 7 days. It is not thought that these powers are much in point at present.",,,,
4844,IMG_2234,DEFE_24_1214,IMG_2234_DEFE_24_1214,J_Legal_Procedure,1,"The third point in internment, about which there has been discussion. It is a power which exists and resides in the Government at Stormont under the Special Powers Act, but there is an understanding that they will not employ that power without consultation with the Government there.",,,,
9212,IMG_2234,DEFE_24_1214,IMG_2234_DEFE_24_1214,J_Utilitarian-Deterrence,1,"I believe, as I have said already outside this House, that this is more a decision of practice than of principle. Internment is a hideous step to have to take, but it is no more hideous than a campaign of murder. Therefore, we should assess whether it would make a contribution to the cessation of the campaign.",,,,
2170,IMG_2235,DEFE_24_1214,IMG_2235_DEFE_24_1214,J_Emergency-Policy,1,2. Although fundamentally the situation has not changed since April when this was discussed in London we both recognise that circumstances could still arise very suddenly which might require a quick decision on internment. Examples are: A. The death of civilians in an indiscriminate bomb attack. B. A successful attack on the main railway line with loss of life. In cases such as these the local reaction might well be such as to olige us to consider this measure very quickly.,,,,
7399,IMG_2235,DEFE_24_1214,IMG_2235_DEFE_24_1214,J_Political-Strategic,1,2. Although fundamentally the situation has not changed since April when this was discussed in London we both recognise that circumstances could still arise very suddenly which might require a quick decision on internment. Examples are: A. The death of civilians in an indiscriminate bomb attack. B. A successful attack on the main railway line with loss of life. In cases such as these the local reaction might well be such as to olige us to consider this measure very quickly.,,,,
385,IMG_2295,DEFE_24_1214,IMG_2295_DEFE_24_1214,J_Denial,1,g. A ship gives extremely cramped conditions and lack of space for exercise.,,,,
1246,IMG_6461,PREM_15_1000,IMG_6461_PREM_15_1000,J_Emergency-Policy,1,"It is just possible, therefore, that, if the Government said publicly that internment would not be ended so long as violence persisted but that, if violence ceased, they would be prepared to consider ending internment and to legislate on the above lines, moderate opinion might be sufficiently rallied to compel Mr. Faulkner's more extreme supporters to accept this degree of amendment of the Stormont system.",,,,
7049,IMG_6461,PREM_15_1000,IMG_6461_PREM_15_1000,J_Political-Strategic,1,"It is just possible, therefore, that, if the Government said publicly that internment would not be ended so long as violence persisted but that, if violence ceased, they would be prepared to consider ending internment and to legislate on the above lines, moderate opinion might be sufficiently rallied to compel Mr. Faulkner's more extreme supporters to accept this degree of amendment of the Stormont system. It would, of course, be highly resented and actively opposed by the Protestant Right Wing; but, if it was the price of preserving the separate Parliament and some continuing degree of autonomy, local opinion might decide that it was a price worth paying.",,,,
3962,IMG_6468,PREM_15_1000,IMG_6468_PREM_15_1000,J_Legal_Procedure,1,"Prosecution of internees. 13. A check is being made on the statement by the spokesman of the Alliance party during the BBC debate programme, that there were some internees who could be prosecuted on the basis of evidence from solider witnesses alone - in which case intimidation would not be a problem (though identification might be).",,,,
1260,IMG_6477,PREM_15_1000,IMG_6477_PREM_15_1000,J_Emergency-Policy,1,"Internment. The meeting discussed, first, improvements in procedure, which the Northern Ireland Government are considering; second, the need to cater for the increasing number of internees (reinforcements from the English prison service are gradually moving over to Northern Ireland); and, third, the case for identifying the internees who could safely be let out when a definite improvement in the security situation permits it.",,,,
5418,IMG_6477,PREM_15_1000,IMG_6477_PREM_15_1000,J_Misc,1,on attacks on the houses of prominent individuals. ,,,,
7056,IMG_6479,PREM_15_1000,IMG_6479_PREM_15_1000,J_Political-Strategic,1,"8. Technically the complete ban on marches which was imposed concurrently with the introduction of internment was only for six months - and is therefore due to lapse at the end of January, if not renewed. For both political and military reasons it seems essential that the ban should in fact be continued and the GOC is accordingly pressing for it to be renewed.",,,,
3969,IMG_6489,PREM_15_1000,IMG_6489_PREM_15_1000,J_Legal_Procedure,1,Still held: under Regulation 10: 36,,,,
5432,IMG_6493,PREM_15_1000,IMG_6493_PREM_15_1000,J_Misc,1,"While he is here he will be asked for his assessment of whether, as some time has now elapsed since anyone was interrogated in depth, there is now less apprehension in the minds of detainees about the possibility of being put through the process - and, if so, whether there is correspondingly less willingness to give information under ordinary interrogation.",,,,
3976,IMG_6497,PREM_15_1000,IMG_6497_PREM_15_1000,J_Legal_Procedure,1,Some weeks ago another detainee who had similarly been unlawfully arrested was granted a writ of habeas corpus; the RUC rearrested him properly under the Special Powers Act immediately he was released).,,,,
3977,IMG_6497,PREM_15_1000,IMG_6497_PREM_15_1000,J_Legal_Procedure,2,This development will presumably not encourage the Northern Ireland authorities to prefer charges against men arrested under the Special Powers Act.,,,,
1267,IMG_6520,PREM_15_1000,IMG_6520_PREM_15_1000,J_Emergency-Policy,1,"Assume the military success is scored, what then? The advice that comes from Stormont is that in those circumstances, with intimidation lifted and lawful authority restored, the near-insurrection of large sections of the Roman Catholic community would come to an end. Constitutional politics could begin again, consent would be forthcoming, the corpus of legislative reform undertaken in the last two years would work through into the social system to everyone's benefit, consultations for institutional change could be begun on the lines indicated in Mr. Faulkner's Green Paper of October, and--in a word--normal service could be resumed.",,,,
3983,IMG_6538,PREM_15_1000,IMG_6538_PREM_15_1000,J_Legal_Procedure,1,"Mr. Faulkner has already undertaken to put forward composite proposals about the running of internment, which ought certainly to include those aspects of the matter - as well as the case for strengthening Judge Brown's committee so that it could work through more than one panel at a time.",,,,
5446,IMG_6538,PREM_15_1000,IMG_6538_PREM_15_1000,J_Misc,1,"But, as the GOC emphasised to the Home Secretary yesterday, it would be greatly preferable to avoid any releases based simply on expediency and concentrate instead on creating proper arrangements for categorising the internees, attempting to rehabilitate the more amenable among them and releasing those who really seem ready for it. ",,,,
5481,IMG_6635,PREM_15_1001,IMG_6635_PREM_15_1001,J_Misc,1,"For instance, it may not be realised that, since the introduction of internment, some 200 people arrested for arms and explosives offences have been tried and convicted. In other words, it was possible to avoid interning them.",,,,
4046,IMG_6711,PREM_15_1001,IMG_6711_PREM_15_1001,J_Legal_Procedure,1,The Prime Minister said that the Advisory Committee were continuing to recommend the release of those whom they thought it right to release; about 30 had already been released. He did not think that the IRA were not so short of arms that large numbers of internees could safely be released.,,,,
7854,IMG_6711,PREM_15_1001,IMG_6711_PREM_15_1001,J_Terrorism,1,The Prime Minister said that the Advisory Committee were continuing to recommend the release of those whom they thought it right to release; about 30 had already been released. He did not think that the IRA were not so short of arms that large numbers of internees could safely be released.,,,,
4060,IMG_6721,PREM_15_1001,IMG_6721_PREM_15_1001,J_Legal_Procedure,1,"The latest complete figures for those arrested in Northern Ireland under the Special Powers Acts are as follows. They are correct up to 12 January. Arrested: 2,009. Released without detention order: 1,153. Released after detention order: 97. Released after consideration by Advisory Committee: 26. Released from internment on recommendation of RUC: 2. 1,278. 731. Held under Regulation 10: 25. Held under detention order: 203. Interned: 503. 731. The latest figures for the Judge Brown Advisory Committee as at 12 January are:- Cases reviewed: 371. Number who refused to appear before the Committee: 289. Not recommended for release: 337. Recommended for release: 30. Released: 26. Refused to take oath and consequently still interned: 2. Recommendations still with the Ministry of Home Affairs: 2. Cases adjourned: 5.",,,,
5530,IMG_6778,PREM_15_1002,IMG_6778_PREM_15_1002,J_Misc,1,"It has to be remembered that the substantial progress which has been made in Belfast, in mopping up known IRA members, has not so far been matched in other parts of the Province. In Belfast the build-up of intelligence, as a result of internment, has enabled this process to be pursued with such vigour, that the number of effective terrorists remaining at large within the city can be gauged.",,,,
7882,IMG_6778,PREM_15_1002,IMG_6778_PREM_15_1002,J_Terrorism,1,"The Northern Ireland Government has made a provisional classification of all the internees into three categories. Those in the category of least danger - which contains roughly 25 percent (or 150) of the present internees - are mostly those who actually throw the bombs and fire the rifles. They are all IRA men; and their release carries the risk that they would go straight back to their previous activities, with an incentive to assassinate those in the security forces whom they now think they know to have been responsible for their original detention.",,,,
7883,IMG_6778,PREM_15_1002,IMG_6778_PREM_15_1002,J_Terrorism,2,"It has to be remembered that the substantial progress which has been made in Belfast, in mopping up known IRA members, has not so far been matched in other parts of the Province. In Belfast the build-up of intelligence, as a result of internment, has enabled this process to be pursued with such vigour, that the number of effective terrorists remaining at large within the city can be gauged.",,,,
9065,IMG_6778,PREM_15_1002,IMG_6778_PREM_15_1002,J_Utilitarian-Deterrence,1,"The Northern Ireland Government has made a provisional classification of all the internees into three categories. Those in the category of least danger - which contains roughly 25 percent (or 150) of the present internees - are mostly those who actually throw the bombs and fire the rifles. They are all IRA men; and their release carries the risk that they would go straight back to their previous activities, with an incentive to assassinate those in the security forces whom they now think they know to have been responsible for their original detention.",,,,
4109,IMG_6784,PREM_15_1002,IMG_6784_PREM_15_1002,J_Legal_Procedure,1,"The latest complete figures for those arrested in Northern Ireland under the Special Powers Acts are as follows. They are correct up to 14th February. Arrested: 2,447. Released without detention order: 1,474. Released after detention order: 115. Escaped from detention: 10. Released after consideration by Advisory Committee: 31. Others released from internment: 4. Escaped from internment: 1. 1,635. 812. Held under Regulation 10: 37. Held under detention order: 124. Interned: 651. 812.",,,,
4137,IMG_6840,PREM_15_1002,IMG_6840_PREM_15_1002,J_Legal_Procedure,1,"The latest complete figures for those arrested in Northern Ireland under the Special Powers Acts are as follows. They are correct up to 7 February. Arrested: 2,364. Released without detention order: 1,408. Released after detention order: 113. Escaped from detentions: 10. Released after consideration by Advisory Committee: 31. Released from internment on recommendation of RUC: 2. 1,564. 800. Held under Regulation 10: 42. Held under detention order: 160. Interned: 598. 800. Statistics of proceedings before the Advisory Committee as at 31 January are as follows: Cases reviewed: 383. internees refused to appear: 291. Continued internment recommended: 345. Release recommended: 35. Refused to give undertaking not to indulge in violence or encourage others to do so and therefore still interned: 4. Cases adjourned: 3.",,,,
3409,IMG_6843,PREM_15_1002,IMG_6843_PREM_15_1002,J_Law-and-order,1,"(i) Whether the internee was interned on reasonable grounds? (In assessing this they have in mind the regulations under the Special Powers Act which permit internment ""for securing the preservation of peace and the maintenance of order"").",,,,
4151,IMG_6843,PREM_15_1002,IMG_6843_PREM_15_1002,J_Legal_Procedure,1,"On the last occasion when internment was in operation, a directive was given to the Committee. No directive has been issued on this occasion as it was thought better to emphasise the complete independence of the Committee from the Northern Ireland Government.",,,,
4152,IMG_6843,PREM_15_1002,IMG_6843_PREM_15_1002,J_Legal_Procedure,2,"(i) Whether the internee was interned on reasonable grounds? (In assessing this they have in mind the regulations under the Special Powers Act which permit internment ""for securing the preservation of peace and the maintenance of order"").",,,,
9086,IMG_6843,PREM_15_1002,IMG_6843_PREM_15_1002,J_Utilitarian-Deterrence,1,(ii) What are the present attitudes and probable future intentions of the internee.,,,,
4158,IMG_6913,PREM_15_1003,IMG_6913_PREM_15_1003,J_Legal_Procedure,1,"The latest complete figures for those arrested in Northern Ireland under the Special Powers Acts are as follows. They are correct up to 2 March. Arrested: 2,644. Released without detention order: 1,568. Released after detention order: 148. Escaped from detention: 10. Released after consideration by Advisory Committee: 44. Others released from internment: 4. Escaped from internment: 1. 1,775. 869. Held under Regulation 10: 55. Held under detention order: 129. Interned: 685. 869.",,,,
5572,IMG_6925,PREM_15_1003,IMG_6925_PREM_15_1003,J_Misc,1,"And accompanying that activity - the bombing, the shooting, the intimidation - has been an utterly unscrupulous propaganda campaign. This has been designed to spread the notion that if we had not interned, everything would now be quite peaceful: Or that if we were to bring internment to an end, that would rapidly guarantee a return to peaceful conditions; and that in the meantime internment has been the great 'recruiting sergeant for the IRA'. ""The time has surely come to demonstrate what [cant] all of this is. Was the situation before internment getting better?",,,,
5761,IMG_0032,PREM_15_1010,PREM_15_1010_032,J_Misc,1,"On the answer to this question depends whether those who are taken in for interrogation, or some of them at any rate, are kept in custody - detention and internment. Without the prospect that at least some of those interrogated would be interned, the process of interrogation would be unlikely to succeed.",,,,
4627,IMG_8505,PREM_15_1016,IMG_8505_PREM_15_1016,J_Legal_Procedure,1,The Government expressed regret that such an order should be necessary in any part of the United Kingdom. The Order gives effect to the Government's decision to end internment and detention by the Executive and provides for the establishment of Commissions.,,,,
4628,IMG_8505,PREM_15_1016,IMG_8505_PREM_15_1016,J_Legal_Procedure,2,"12. The Secretary of State received on 6 December the report of the Diplock Commission, which has been considering changes in the administration of justice in Northern Ireland in order to deal more effectively with terrorists.",,,,
6090,IMG_8505,PREM_15_1016,IMG_8505_PREM_15_1016,J_Misc,1,The Government expressed regret that such an order should be necessary in any part of the United Kingdom. The Order gives effect to the Government's decision to end internment and detention by the Executive and provides for the establishment of Commissions.,,,,
8225,IMG_8505,PREM_15_1016,IMG_8505_PREM_15_1016,J_Terrorism,1,"10. The House of Commons approved the Detention of Terrorists (Northern Ireland) Order by 179 to 32 votes. Most Labour members, including Shadow Ministers abstained.",,,,
8226,IMG_8505,PREM_15_1016,IMG_8505_PREM_15_1016,J_Terrorism,2,"12. The Secretary of State received on 6 December the report of the Diplock Commission, which has been considering changes in the administration of justice in Northern Ireland in order to deal more effectively with terrorists.",,,,
4655,IMG_8716,PREM_15_1690,IMG_8716_PREM_15_1690,J_Legal_Procedure,1,7. There have been 18 appeals to the Tribunal 9 of which have been heard. The Tribunal confirmed the detention of 6 and discharged 3.,,,,
4656,IMG_8716,PREM_15_1690,IMG_8716_PREM_15_1690,J_Legal_Procedure,2,Those held in detention under Special Powers legislation now total 343 and are made up of: a. Detained by Commissioners: 286; b. Held on Interim Custody Orders: 57.,,,,
6146,IMG_9322,PREM_15_1692,IMG_9322_PREM_15_1692,J_Misc,1,"The Government would greatly prefer it if the ordinary criminal procedures were effective in bringing these people to justice, but the findings of the Diplock Commission were that they are not and cannot be so effective under present conditions in Northern Ireland.",y,"The Government would greatly prefer it if the ordinary criminal procedures were effective in bringing these people to justice, but the findings of the Diplock Commission prove conclusively that they are not and cannot be so effective.",,
5453,IMG_5327,PREM_15_474,IMG_5327_PREM_15_474,J_Legal_Procedure,1,Their next major campaign was obviously to be centred on the Special Powers Act.,,,,
2317,IMG_4854,PREM_15_475,IMG_4854_PREM_15_475,J_Emergency-Policy,1,"1. Major Chichester-Clark has been publicly asked from time to time in recent months whether he is contemplating internment. The standard reply which he has evolved is that his security advisers - the GOC and the Chief Constable - do not recommend it at present, but if they were to recommend it he would not hesitate to act.",,,,
4921,IMG_4938,PREM_15_475,IMG_4938_PREM_15_475,J_Legal_Procedure,1,"Authority for arrest is contained in a document discovered in the Affidavid of Mr. Shillington. So far as material, it provides as follows:- 1. By virture of the authorisation given to me by an Officer of the Royal Ulster Constabulary, units of the Brigade are to effect the arrest without warrant of those named in Appendix 1 to this Order and their detention for a period of not more than 48 hours for the purpose of interrogation at a suitable Police Office.",,,,
4977,IMG_5089,PREM_15_475,IMG_5089_PREM_15_475,J_Legal_Procedure,1,You will know that I set up a Committee of Inquiry under the Chairmanship of Sir Edmund Compton to investigate allegations against the security forces of physical brutality in Northern Ireland arising out of events on 9th August when a large number of arrests were made consequential on the decision of the Government of Northern Ireland to give effect to their powers of detention and internment. ,,,,
8533,IMG_0143,PREM_15_478,PREM_15_478_143,J_Terrorism,1,Internment had been introduced because the Government was faced with terrorism on an intolerable scale. It was the common interest of both countries to combat the activities of gunmen and it was hoped that the Governmnet of the Republic would be able to help achieve that objective.,,,,
6601,IMG_0160,PREM_15_478,PREM_15_478_160,J_Misc,1,"As you will see the best news is the good ""catch"" (304 [] 464).",,,,
1022,IMG_0186,PREM_15_478,PREM_15_478_186,J_Development-Unity,1,"serious acts of terrorism by the I.R.A. and their recent declarations of their intention to continue and even escalate their campaign have made it essential to take this action, however abhorrent, [] in order to prevent the undermining of economic and social stability in Northern Ireland.",y,serious acts of terrorism by the I.R.A. and their recent declarations of their intention to continue and even escalate their campaign have made it impossible for him to resist the pressures on him for more drastic action to arrest the deterioration of morale and the undermining of economic and social stability in Northern Ireland.,,
3297,IMG_0186,PREM_15_478,PREM_15_478_186,J_Last-resort,1,"In purely military terms, seeking to contain this deteriorating situation by the means employed hitherto would have meant at best a long haul; and Faulkner's judgment was that the consequences of that for thecommunity would be worse than the consequences of what is now proposed.",y,"In purely military terms, seeking to contain the situation by the means employed hitherto would have meant at best a long haul; and Faulkner's judgment was that the consequences of that for thecommunity would be worse than the consequences of what is now proposed.",,
8659,IMG_0186,PREM_15_478,PREM_15_478_186,J_Terrorism,1,"serious acts of terrorism by the I.R.A. and their recent declarations of their intention to continue and even escalate their campaign have made it essential to take this action, however abhorrent, [] in order to prevent the undermining of economic and social stability in Northern Ireland.",y,serious acts of terrorism by the I.R.A. and their recent declarations of their intention to continue and even escalate their campaign have made it impossible for him to resist the pressures on him for more drastic action to arrest the deterioration of morale and the undermining of economic and social stability in Northern Ireland.,,
